"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PARP14",1.12274268715084,12.8281314050279,20.2757630059989,1.57086321684577e-61,4.70627462252988e-60,129.316671016236
"PTGDS",-1.81330287150838,13.588254972067,-20.2731492814001,1.61032935649291e-61,4.81644663381811e-60,129.291910381804
"CPEB4",-1.50668457374302,11.3744853650838,-20.2689537160139,1.67576515621998e-61,5.00379559000844e-60,129.252164016518
"CPNE6",-1.34341229162011,9.20036507821229,-20.267554580397,1.69817284281679e-61,5.06225324443684e-60,129.23890928838
"ANLN",1.84291817653632,10.6787253335196,20.2640555042919,1.75553281796977e-61,5.22453577074995e-60,129.205760476188
"SLC66A1",1.09074175977653,16.5192352541899,20.2617302598877,1.79471824539429e-61,5.33228082011999e-60,129.183731849202
"ACOX2",-1.34788058938548,11.9159040600559,-20.2576660015276,1.86532280040019e-61,5.53286295322684e-60,129.145227944985
"PI16",-3.444578575419,10.7398922530726,-20.2298782005667,2.42848098450799e-61,7.19135941869369e-60,128.881958420753
"HPSE2",-3.2260195650838,8.99602407248603,-20.2228227516244,2.5967431242529e-61,7.67691694551858e-60,128.815109262643
"CIDEA",-2.38729915530726,9.05040011489758,-20.2216946973184,2.62470663172227e-61,7.74678264273671e-60,128.804421000639
"HJURP",2.00616256089386,9.9615033452514,20.2173528014506,2.73517859162041e-61,8.05953942170061e-60,128.763281373711
"MUC15",-3.23998635977654,11.2037059843575,-20.2045763316209,3.0879783267758e-61,9.06922501686568e-60,128.64222048616
"ITIH5",-2.18050234562384,7.4673172027933,-20.1871107633205,3.64505147316892e-61,1.06702767019803e-59,128.476720947297
"CUL3",-1.25423627318436,10.5575304645251,-20.182318761465,3.81475801750045e-61,1.11488173040871e-59,128.431311477203
"CDX1",-2.22817424022347,14.8166221620112,-20.1820146710975,3.82579014616013e-61,1.11628193400033e-59,128.428429864404
"ATP2C1",1.08393920111731,12.2139533743017,20.1814675287118,3.84572042219183e-61,1.12026963308344e-59,128.42324504176
"ITM2A",-2.01876882960894,12.1415083980447,-20.1685891388564,4.34603140269707e-61,1.26190126085454e-59,128.301204450603
"FHL5",-2.34425810446928,9.25452876564246,-20.1672461297761,4.40181762150278e-61,1.27602771439544e-59,128.288477294158
"SORCS1",-1.93698466955307,7.67230372108939,-20.160251919042,4.70413484498598e-61,1.3614588323207e-59,128.222195111165
"BEX4",-1.94010955865922,12.7499538687151,-20.1437294532696,5.50337965892597e-61,1.59020110790872e-59,128.065610597378
"OR2L2",1.24685491843575,10.9783763837989,20.132911772899,6.09888966378228e-61,1.75943129881306e-59,127.963086401764
"RAB3B",3.70318595642458,6.50076467318436,20.1245906567417,6.60047462691518e-61,1.90106423795499e-59,127.884221005364
"DLX1",1.78486365307262,7.40132430893855,20.1169940285655,7.09433748680696e-61,2.04002122651173e-59,127.812220382897
"GMDS",-1.13852412905028,7.82444107374302,-20.1156458224998,7.18577106464337e-61,2.06299680998734e-59,127.799441952311
"CLEC3B",-2.61863919553073,11.4883957430168,-20.1110464699315,7.50665580491819e-61,2.15166739946741e-59,127.755848443481
"KLHDC8A",-2.66072898882681,8.52747280502793,-20.1088165195952,7.66735430693696e-61,2.19421278614199e-59,127.734712347874
"MEST",2.09855423184357,11.1752284874302,20.0751163943596,1.05602344742304e-60,3.01725804802053e-59,127.41527605882
"CLDN17",-3.7507042944134,9.93079152709497,-20.0689883827187,1.11932414979903e-60,3.19301941679514e-59,127.357186549034
"DDAH1",-1.71148859944135,11.5813681416201,-20.0522256539013,1.31255096342857e-60,3.73826218660565e-59,127.198281672988
"C15orf62",-1.89303622625698,9.65057594469274,-20.0502657818435,1.33721892858973e-60,3.79654520482481e-59,127.179702263608
"CLIC3",-2.83253216759777,13.0832773212291,-20.0501052124078,1.33926037529115e-60,3.79654520482481e-59,127.178180075307
"HEY1",2.14822199162011,11.0949585796089,20.0500955931861,1.33938277101893e-60,3.79654520482481e-59,127.17808888566
"IL11",3.07114048826815,9.28895137597765,20.0431974851354,1.43009987095152e-60,4.04727314744287e-59,127.112694589045
"THBS2",2.28561631564246,12.5674519120112,20.0405843318427,1.46604875813369e-60,4.14245625402516e-59,127.087921472892
"LHX5",3.02939859162011,5.59492875614525,20.0269784984028,1.66835451190949e-60,4.70665438486012e-59,126.958933014884
"RPL14",-1.48589912877095,9.41351885041899,-19.983126683808,2.53071501462666e-60,7.12824704749803e-59,126.543168015347
"KRTAP3-2",-4.56219939776536,9.00487470726257,-19.9718258238716,2.81760424283758e-60,7.92384740367815e-59,126.436014983237
"H4C14",1.26733431005587,10.9314173896648,19.969347357051,2.88475148676849e-60,8.09994742422938e-59,126.412514104903
"RAD9A",-1.12342077039106,10.853062210149,-19.9668075018874,2.95522285302095e-60,8.28481441208977e-59,126.388430979884
"MUSTN1",-1.97878860614525,11.6295572946927,-19.9580345264926,3.21215393835872e-60,8.99101492042005e-59,126.305243624203
"RAB15",1.76700526955308,11.389102652933,19.9525413379494,3.38428721228347e-60,9.45802516857845e-59,126.253154975184
"E2F7",1.68019861173184,8.4279818849162,19.9522513120369,3.39362760895219e-60,9.46933282585318e-59,126.25040481056
"EVA1A",1.48703061769088,6.39875889469274,19.9447467474194,3.6444898592178e-60,1.0153480626475e-58,126.179242208002
"C1orf87",-3.38560896536313,10.5199446374302,-19.9417118608681,3.75113243941583e-60,1.04343320079925e-58,126.150463270561
"RNF11",-1.02540937709497,14.6626584818436,-19.9381185688137,3.88143972871051e-60,1.07800358676578e-58,126.116388844372
"HOXD13",4.48756606815643,7.33093681843575,19.9211816849364,4.55929506184937e-60,1.26234599808418e-58,125.955775714814
"FANCI",1.10019042085661,12.2424142067039,19.9174459380372,4.724076811871e-60,1.30594803488601e-58,125.920348543909
"SYNM",-2.5448431547486,12.6363558318436,-19.9122055546129,4.9653152758597e-60,1.37051896642016e-58,125.870651902182
"SEMA4F",1.53872021871509,8.33550554874302,19.9077159690378,5.18176843419088e-60,1.42806024982955e-58,125.828074851474
"TJP1",-1.17108755307263,12.846942650838,-19.9013780743921,5.50349541901655e-60,1.51439260099277e-58,125.767968515875
"GOLPH3L",-1.10156658100559,12.4140767653631,-19.8926896543818,5.97725891989647e-60,1.64223122951257e-58,125.685569086977
"SERPINB11",-3.09942945176909,12.4474099986965,-19.8915009764813,6.0451721716862e-60,1.65834278317146e-58,125.674295738869
"FANCB",1.50398204748603,9.31940696564246,19.8867365118863,6.32521813385221e-60,1.73090370322061e-58,125.629109516693
"QSOX1",-1.2301635301676,12.4819090371508,-19.8866730594427,6.32903400372515e-60,1.73090370322061e-58,125.628507729596
"TACR1",-1.51068135865922,8.84206303575419,-19.8771099042958,6.93127469041101e-60,1.89271418492658e-58,125.537809071499
"OGFRL1",-1.42185218715084,11.8422348365922,-19.874445934261,7.109022138958e-60,1.93775906716225e-58,125.512543129291
"VPS37B",-1.33241597067038,11.430934402933,-19.8711674478124,7.3340425227569e-60,1.99356663468131e-58,125.481448692119
"MYOM1",-1.68646061173184,10.1772974399441,-19.8676016538337,7.5868781928971e-60,2.05916393563213e-58,125.447629037758
"SPAG5",1.9918514273743,11.4832772108939,19.8606420849619,8.10574192204744e-60,2.19665606087486e-58,125.381620398378
"CPPED1",-1.31352311452514,11.4126554189944,-19.8589914176334,8.23392551542839e-60,2.22737011421568e-58,125.365964337488
"CCNF",1.65529468603352,9.6173974849162,19.8588629777354,8.24398420893874e-60,2.22737011421568e-58,125.364746122815
"CLEC4F",-2.06276750949721,4.98971042793296,-19.838912528822,9.96546033577462e-60,2.6884196616239e-58,125.175517452058
"LRRC8D",1.53626372067039,12.5545220195531,19.8381419766863,1.00387229818451e-59,2.70410541044099e-58,125.16820863749
"SMAGP",-1.9864708547486,13.163955198324,-19.8167225076181,1.23057429817031e-59,3.30978224016153e-58,124.965036169591
"CYP3A7",-2.31517802793296,11.1860624050279,-19.8127017851124,1.27852062017993e-59,3.43357654842916e-58,124.92689684279
"COL27A1",1.26187016648045,10.6420552358939,19.8073312544376,1.34549064600298e-59,3.60758257360584e-58,124.875953107407
"OR10G8",-1.55218875698324,10.0913881019553,-19.8071862113308,1.3473471760979e-59,3.60758257360584e-58,124.87457725006
"PRSS3",-3.10662380167598,13.2414660768156,-19.8014581429233,1.42275109104723e-59,3.79810836036877e-58,124.820241282711
"TRMT112",1.01525757821229,14.7313579790503,19.7916023622579,1.56250397880109e-59,4.16496962218125e-58,124.726748545869
"HSPH1",1.12293400139665,13.4577221431564,19.768087867951,1.95393793972784e-59,5.1851830845656e-58,124.503679861182
"EPGN",-3.50896075698324,11.1614175050279,-19.7497192028669,2.32679066281422e-59,6.16547819186594e-58,124.32941877933
"A2ML1",-2.79080548854748,11.5681140945531,-19.7450700301741,2.43195109637418e-59,6.43459723516991e-58,124.285311608143
"PRC1",1.49653386871509,12.4080815432961,19.7425625938132,2.49062712807824e-59,6.58011178918868e-58,124.261523125257
"FAM163B",-1.94147646089386,13.1030720069832,-19.7348200805873,2.68089616019902e-59,7.06193059224149e-58,124.188067767115
"MGST2",-1.46086828212291,13.9771149371508,-19.7247542604269,2.95016129245429e-59,7.75979189365255e-58,124.092568774653
"AOC3",-2.10815558659218,12.8895731480447,-19.7179968547147,3.14593893619271e-59,8.26259380510174e-58,124.028457089302
"RSKR",1.05221702234637,10.8598435238361,19.7081305039479,3.4553644545912e-59,9.06197194058917e-58,123.934847323793
"HLF",-2.25236134581006,11.0198729053073,-19.7058173921008,3.53220657463145e-59,9.24993364478158e-58,123.912900755326
"C15orf48",-2.86237229385475,12.9156611452514,-19.7034558406914,3.61242145536864e-59,9.44616522671395e-58,123.890494491239
"CHMP2B",-1.0012952150838,12.926016372905,-19.7018182163857,3.66911407197121e-59,9.58040500602584e-58,123.87495674319
"PAX9",-2.62565750018622,12.5967992798883,-19.6951307213105,3.91001493514739e-59,1.0194537482514e-57,123.811505387075
"CKS2",1.56292969832402,12.3733463631285,19.6906781796606,4.07911733845401e-59,1.06199552715558e-57,123.769258933167
"TCF24",2.26172586815643,4.76745892960894,19.6725394959051,4.84703096144049e-59,1.25825828412663e-57,123.597152252233
"SELENBP1",-1.98488179050279,11.5952978673184,-19.6635326338973,5.2804825369125e-59,1.36879290804662e-57,123.511689483578
"POPDC3",3.85426960167598,8.94270644217877,19.6473227976653,6.16057172335322e-59,1.59231193416034e-57,123.35787665771
"PDCD4",-1.19018120949721,12.7980593077281,-19.6210681731851,7.90785133593156e-59,2.03803788176472e-57,123.108740376025
"TACC1",-1.48744472253259,10.7724635193669,-19.5932053962116,1.03072796363894e-58,2.6487931548342e-57,122.844331000975
"CCDC6",-1.19701051675978,13.4459271494413,-19.5885869077295,1.07701323739264e-58,2.76376739799208e-57,122.800501679996
"PRNP",1.25229795251396,13.5429138002793,19.5830398227503,1.1353607391444e-58,2.9093212292746e-57,122.747859542498
"HYAL1",-2.14982253910615,11.8091649371508,-19.5617049311384,1.3907917760111e-58,3.55875560883182e-57,122.545385627967
"RNF141",-1.43047466340782,11.5076812395251,-19.5444451537009,1.63892742031952e-58,4.18769369140499e-57,122.381580387516
"BCL7A",1.37127301731843,9.48986716731843,19.5434528135786,1.65447038955063e-58,4.22137765870223e-57,122.372162367234
"SYNPO2L",-3.29837528854749,10.5305256230447,-19.5399351836051,1.71076400487225e-58,4.35879273378135e-57,122.338777411551
"ZNF281",1.35337044692738,11.8630987206704,19.5368009288755,1.76253433277435e-58,4.48430854566174e-57,122.309030816411
"ANKRD37",-2.33239980167598,12.4991077304469,-19.5336903773613,1.81546223654719e-58,4.61240874472772e-57,122.279509036417
"CLSPN",2.13198179553073,8.18873727206704,19.5192888762215,2.08199875442292e-58,5.27459344498702e-57,122.142824646449
"WNT2",3.51628383575419,6.48802687039106,19.5166945151341,2.13401782241639e-58,5.39873306530969e-57,122.118201284361
"PLOD2",1.16270784636872,13.4826378282123,19.5086158374606,2.30447607344317e-58,5.82173150418143e-57,122.041525048094
"DNA2",1.56501557374302,8.81254701005587,19.5012277688103,2.47225779087981e-58,6.23678460474983e-57,121.971402682384
"TNFAIP8L3",-1.63612015921788,8.98073543212291,-19.4958151224766,2.60288323712223e-58,6.55706613791101e-57,121.920029143289
"SH3PXD2B",1.19911822905028,11.6353627625698,19.4885460647947,2.78923564988349e-58,7.01663415384192e-57,121.851035026417
"GMNN",1.24848165921787,12.0925566368715,19.4741254138213,3.19935189309248e-58,8.03702358986686e-57,121.714159522208
"SECISBP2L",-1.3819026,10.5792510960894,-19.4698813107845,3.3311651069604e-58,8.35028387271376e-57,121.673875516259
"DOP1B",-1.85205074748604,10.4100330201117,-19.469811101061,3.33339074422321e-58,8.35028387271376e-57,121.673209100382
"SLITRK3",-3.07238414022346,8.65262192318436,-19.4616491674865,3.60252402813522e-58,9.01185241499671e-57,121.595737296453
"HTRA1",1.44847256145252,13.5007324734637,19.4570762509425,3.76270240824487e-58,9.39939878126646e-57,121.552331494345
"TMPRSS11A",-3.51947545251396,12.6394500972067,-19.4339166391858,4.69013911939932e-58,1.16998365815309e-56,121.332497886451
"GNGT1",2.03850478351955,6.68247092444134,19.422042273873,5.25105933539942e-58,1.3051355489984e-56,121.21978243701
"FCGR2A",1.22177076703911,10.9584013475791,19.4179174454631,5.46121956698782e-58,1.35477632697842e-56,121.180627774789
"ELOVL6",-1.54597096648045,10.2988026924581,-19.4092044239473,5.93321237610206e-58,1.46982599112135e-56,121.097919306975
"DUSP2",-1.62980591620112,13.2624831117318,-19.3991932277148,6.52611113054806e-58,1.61446782407998e-56,121.002886769631
"PALLD",-1.0101416744879,13.0040143726257,-19.3973967940145,6.63860894135177e-58,1.64002982769362e-56,120.985833771134
"LIPH",-2.40799567597765,12.7290007988827,-19.3965528598741,6.69212608587192e-58,1.65097058168145e-56,120.97782254801
"ABL2",1.20133705586592,9.44319912569832,19.3929362525122,6.92639925337644e-58,1.70406570902188e-56,120.943491043967
"TMEM252",-1.47321720111732,7.25904207150838,-19.3903315090034,7.1001916102115e-58,1.74442344972861e-56,120.918764803248
"ULK3",-1.39825018715083,10.7059535935754,-19.3866517911247,7.35316601555949e-58,1.8040977689204e-56,120.883833940116
"MYOCD",-2.34949777793296,9.57872771550279,-19.382730294287,7.63269254219038e-58,1.87011423026873e-56,120.846607743805
"CKS1B",1.58292618407821,10.9863406540503,19.381603485813,7.7149602301735e-58,1.8876850708192e-56,120.835911083147
"PTHLH",2.68864274581006,12.9582865432961,19.3705824748876,8.56786062503968e-58,2.0935075838724e-56,120.73128916305
"COL4A1",1.26819724301676,13.9784110628492,19.3666439258212,8.89501320846622e-58,2.17048030350105e-56,120.693900379636
"RTKN",1.02581324581006,10.8743333240223,19.349994148895,1.0421851886252e-57,2.53612575289119e-56,120.535841598928
"HRCT1",-1.70183083687151,9.02326934581006,-19.3443988895931,1.09917112918621e-57,2.67116505660659e-56,120.482724314599
"KLF4",-1.70957765083799,12.5820263142458,-19.3242888173394,1.33095797131032e-57,3.22567944103745e-56,120.291811380523
"NOP2",1.13375992178771,12.6290264189944,19.295948758481,1.74290922860067e-57,4.21265871118264e-56,120.022761116879
"ERO1A",-1.73362373277467,13.9420004613594,-19.2931254268628,1.79036636634775e-57,4.32152399844748e-56,119.995957012193
"PXDN",2.14001766927375,10.9003238441341,19.2869323691551,1.89904056999192e-57,4.57766032815035e-56,119.937161195675
"SYNPO2",-2.46207258156424,9.91993109636872,-19.2816216664036,1.99747084996336e-57,4.80844732468973e-56,119.886742028582
"MAGI1",-1.36462374664805,10.2032912481844,-19.2582520172802,2.49491531820585e-57,5.98980609146709e-56,119.664870491856
"PTDSS1",1.24963665363128,12.907460349162,19.2534580448506,2.61136301567075e-57,6.26097036170068e-56,119.619355929259
"EN1",2.52859079776536,9.66586987430168,19.249310578671,2.71648325263638e-57,6.5042864065133e-56,119.579979224742
"RHBG",-1.67550910153631,7.9965271625,-19.2418956645813,2.91507691747436e-57,6.97046333501957e-56,119.509580504768
"SVIP",-1.19978962709497,9.62075033449721,-19.2412104106352,2.93414735588266e-57,7.00669687681137e-56,119.503074540793
"HOXC9",1.78203119385475,9.91574691703911,19.2390449578303,2.99523534662997e-57,7.14303725464316e-56,119.482515192514
"CNGA1",-2.07159706424581,7.51929495586592,-19.2380853953694,3.02270999448358e-57,7.19896018126942e-56,119.473404855794
"CYP2C9",-3.29979962849162,7.6385571047486,-19.2335993805622,3.15453704577972e-57,7.5029321277681e-56,119.430813364422
"DSG2",1.53666231843575,12.8377296899441,19.2155689045814,3.74498564294397e-57,8.89545992160636e-56,119.259625400771
"LRP10",-1.31168372625699,13.1537326564246,-19.1986251729664,4.40022224954439e-57,1.04241556497154e-55,119.098753248699
"MORN5",-2.68527694748603,5.97104402681564,-19.1855817192182,4.98173751672177e-57,1.17861583629743e-55,118.974910928149
"PLAUR",1.81692327374301,12.1962816480447,19.1836584036798,5.07375632350245e-57,1.19880060240641e-55,118.956649730497
"CHAC1",-2.03816629189945,10.7889564476257,-19.1797814153124,5.26444550801681e-57,1.24221467488639e-55,118.91983903179
"CEACAM6",-3.1882196055866,12.8453736234637,-19.1639553907587,6.12011823493317e-57,1.43842884034185e-55,118.769575293515
"GPATCH3",-1.48826552793296,11.5758120027933,-19.1538842114897,6.73570848471906e-57,1.58103519629508e-55,118.673951449508
"MPZL3",-2.13375105620112,11.2852651451955,-19.1390688813268,7.75558497209007e-57,1.81803922425692e-55,118.533281805742
"KIAA0408",-2.0419826527933,9.62708049175978,-19.1317536858939,8.31473217107985e-57,1.9440169883913e-55,118.463824541042
"BCAS1",-1.84971051638734,9.07020747420857,-19.1285372017597,8.5731819836587e-57,2.00182680104072e-55,118.433284164718
"ADCY6",-1.16433731806331,8.54349478901304,-19.1271978550758,8.68315576004268e-57,2.0248621111359e-55,118.420567111234
"UBXN10",-1.55829748184358,7.60849853784916,-19.1269865598245,8.70063359559667e-57,2.02629599597451e-55,118.418560868839
"DEPDC1B",1.75728786703911,8.87272888938547,19.1266269113189,8.73046380191985e-57,2.03059916204341e-55,118.415146016012
"DNAAF6",1.31924844581006,4.13191318379888,19.124636020559,8.89745342246824e-57,2.06675132356191e-55,118.396242550627
"ATP1B3",1.21228903631285,13.6811035460894,19.1084483526896,1.03793511995e-56,2.40784793196183e-55,118.2425402891
"BOC",-1.68132520391061,11.6857698114525,-19.1015841500769,1.10800195318257e-56,2.56706255629838e-55,118.177364175558
"ADAMTS8",-3.13887616145251,9.16128026843576,-19.1006998842526,1.11736555352178e-56,2.58540754078792e-55,118.168967991047
"CDC45",2.08136185363128,11.2306904558659,19.0923513339408,1.20976414114185e-56,2.79558674786345e-55,118.08969758409
"MRGBP",1.3254229972067,12.5350051243017,19.0915130939999,1.21945351485592e-56,2.81434136344683e-55,118.08173838749
"ACADL",-2.70317357206704,6.2840340603352,-19.0904993968873,1.23127476665611e-56,2.83796140159938e-55,118.072113198591
"ANGPT2",1.59126958882681,10.6848635184358,19.089970229117,1.23749112489651e-56,2.84861856626757e-55,118.067088678604
"ZGRF1",1.13123168837989,9.19078718519553,19.0812378835143,1.34472666414557e-56,3.09148857518093e-55,117.984173710759
"LYNX1-SLURP2",-1.8943882867784,12.6562880810056,-19.0725241778752,1.46099615418557e-56,3.35447717763327e-55,117.901435446953
"GRIK3",-1.28797666606145,8.11080979685754,-19.0653272200973,1.56457111435958e-56,3.5876819168507e-55,117.833098784944
"ARHGAP6",-1.48876500251397,9.09930195405028,-19.053316137577,1.7540395069545e-56,4.01699751874369e-55,117.719050592762
"CRYAB",-1.97980514106146,13.9207651808659,-19.0451318619996,1.89612378472978e-56,4.33129885232143e-55,117.641338623956
"MELTF",1.49470147346369,9.10996270405028,19.0338800318824,2.11044018635971e-56,4.81471086393236e-55,117.534499068638
"CENPN",1.17692318510242,10.8328139242086,19.030331050852,2.18294019323572e-56,4.9737666619381e-55,117.50080034453
"HMGB3",1.28892376396648,12.0700094057263,19.0181813716596,2.45052724471002e-56,5.57635245532867e-55,117.385434982304
"RGN",-2.41855438100559,8.85391776033519,-19.0124030782625,2.58906388809858e-56,5.88411648062659e-55,117.330567996911
"FGF5",-1.37377830726257,14.585353896648,-18.9962047020897,3.02061414736731e-56,6.8474910823589e-55,117.176758225941
"FAM89A",1.82507812011173,11.6712839818436,18.9905192733453,3.18856172169841e-56,7.21906518408832e-55,117.122772806936
"ACP3",-3.16977755363128,10.8552518455307,-18.9887981022693,3.24122328909658e-56,7.32901640313292e-55,117.106429590432
"GREM2",-2.28048393743017,11.2455809195531,-18.9823530325986,3.44626296666149e-56,7.78281053304386e-55,117.045231009466
"SLCO2A1",-1.67337798603352,13.0923259315642,-18.9773541860346,3.61418370134272e-56,8.15173892587841e-55,116.997764876701
"HSPD1",1.06679577374302,14.2057833812849,18.9596470067346,4.27759632989282e-56,9.61169446689234e-55,116.829627640482
"FAM172A",-1.27945461620112,10.1201422753259,-18.9586315628322,4.31913690609237e-56,9.69285855738622e-55,116.819985559855
"ALDH3B1",-1.02791933156425,11.0344494759777,-18.9544287923858,4.4954010935339e-56,1.00757824509959e-54,116.780078424625
"PRSS1",-3.06185278156424,10.5119850086592,-18.9528265138469,4.56447898527848e-56,1.02178061490226e-54,116.764864090211
"ITGAV",1.16010299441341,12.6008047150838,18.9459052923057,4.87527380490962e-56,1.08998934093267e-54,116.699144059483
"SCIN",-2.54169241340782,11.2670652393855,-18.9343189641698,5.44363990608328e-56,1.21554236404751e-54,116.589126781254
"SPINDOC",1.3071239,9.39102405558659,18.9306804426285,5.63545128013051e-56,1.25680400993035e-54,116.554577421116
"STN1",-1.40144021284917,9.6465905150838,-18.9249866762633,5.94926189139098e-56,1.32513696375366e-54,116.500512614707
"ATG9B",-2.49328868286778,10.1801239004655,-18.9084733046399,6.96175751332539e-56,1.54680738985513e-54,116.343710999409
"SPC25",1.58197487821229,11.0281155888268,18.9031504304023,7.32352723321338e-56,1.6251688349039e-54,116.293168044027
"BARX2",-3.19308189162011,9.93950280893855,-18.8949234358971,7.92000632387603e-56,1.75318357807979e-54,116.215049285245
"HEBP2",-1.06925972625698,15.298336972067,-18.8910719739504,8.2157091778311e-56,1.81415030067515e-54,116.178478066997
"BLM",1.84090216033519,9.64096955949721,18.8890491427741,8.3754118954618e-56,1.847134613591e-54,116.159270458866
"TEC",-1.92622845977654,6.80713629134078,-18.8779520016004,9.30839514019389e-56,2.04784693084266e-54,116.053898673482
"CRYBG2",-1.69805494506518,12.1007112444134,-18.8580882274238,1.12455113864657e-55,2.46491687081281e-54,115.865284730065
"GLI1",2.05367104283054,7.74159084078212,18.8525589030485,1.18531549122234e-55,2.59492691260743e-54,115.812781875242
"FBXW11",-1.00793072346369,12.3555110684358,-18.85073502554,1.20607057360134e-55,2.63713670897721e-54,115.79546354023
"BLNK",-2.18718189944134,11.7430084401536,-18.8502771996058,1.21133728596149e-55,2.64541864428661e-54,115.79111632906
"NEMP1",1.25973266759777,10.3066680013966,18.8398319969527,1.3379471268078e-55,2.91480174300662e-54,115.691935757803
"TYMP",1.09780967597765,15.4943209189944,18.8375823403639,1.36690270779053e-55,2.97426056344786e-54,115.67057457895
"P2RY14",-2.29602812905028,10.8656262472067,-18.8256756606316,1.53091901946584e-55,3.32709812663013e-54,115.557517240778
"NFIA",-1.15460530188547,9.95162631148743,-18.8158840509769,1.68044545339199e-55,3.64762710914675e-54,115.464543419138
"CDK6",1.37017690502793,13.0664940111732,18.8083821065819,1.80481451618697e-55,3.91283787109336e-54,115.393310763227
"SH2D2A",1.3110758603352,10.1112908994413,18.8080360015274,1.81076940226522e-55,3.92099534248374e-54,115.390024422249
"GINS1",1.53521248240224,10.8336889068436,18.8077063835049,1.81645888674539e-55,3.92855908685949e-54,115.38689462953
"CIBAR1",1.06828952972067,9.18910765949721,18.7955932140286,2.03841884661504e-55,4.39796857545919e-54,115.271877800759
"ADGRF1",-3.33802176787709,9.90897225600559,-18.7916175298102,2.11702629798217e-55,4.56206414044688e-54,115.234128049874
"TECPR1",-1.03582575418994,12.1208329162011,-18.7843539147094,2.26855415765881e-55,4.88271476099704e-54,115.165159037448
"MSRA",-1.42302388659218,10.992194897486,-18.7825810004902,2.30715715466993e-55,4.95983327745509e-54,115.148325008865
"UBE2T",1.91383847653632,11.1111059013966,18.7786286642766,2.39559526312424e-55,5.14377153376231e-54,115.110797160399
"OXSR1",-1.08506741340782,12.8402457681564,-18.7731241923821,2.52444059647037e-55,5.41392620005623e-54,115.058531732686
"TF",-2.14272784622905,10.6970303368017,-18.7657328323906,2.70841935022314e-55,5.80153155665761e-54,114.988350355609
"EPHB2",1.55648513617318,8.45055316222067,18.7602724245981,2.85289244282906e-55,6.09973056081626e-54,114.936503640654
"ZFP36",-1.328533,15.0458483938547,-18.7602149680907,2.8544529125591e-55,6.09973056081626e-54,114.935958090366
"PPM1K",-1.25498824040968,9.71903033547486,-18.7596406426958,2.87009808321812e-55,6.12584419050587e-54,114.930504864119
"NAGK",-1.02554897569832,10.1966048353352,-18.7548122606541,3.00506479452252e-55,6.40626804705956e-54,114.884659384393
"DCBLD1",1.63065491731844,10.7751917564246,18.7448022891696,3.30542909352059e-55,7.03820294841777e-54,114.789615092916
"CNFN",-2.93433191061453,15.3975450726257,-18.7393574332278,3.48123137961002e-55,7.40372228962008e-54,114.737916615039
"LGALS3",-1.36936662383613,14.2058797392924,-18.7246550007062,4.00407060647901e-55,8.50555901038997e-54,114.598318986944
"HMGN5",-1.38285200837989,12.0099821550279,-18.723723448811,4.0397273245372e-55,8.57112252985437e-54,114.589474067643
"SAP18",-1.49548470502793,10.3298290916201,-18.7217859604773,4.11490814792131e-55,8.72028994475361e-54,114.571077977229
"CDCA3",1.44679097597766,9.89690780977654,18.7216291327148,4.12105443393828e-55,8.72297983496095e-54,114.569588927829
"CXCL8",3.5666196443203,8.92720454022346,18.7093701163857,4.63102978783626e-55,9.77929147405422e-54,114.453192384015
"MACO1",-1.44705675642458,9.09609263519553,-18.7068567796837,4.74313750012861e-55,1.00042166659552e-53,114.429328942954
"SUCLG2",-1.05091087709497,13.0087834413408,-18.6894379532839,5.59836189917071e-55,1.17802706974785e-53,114.263943087922
"MFAP4",-1.87772081005586,13.0507022960894,-18.6888321104437,5.63073410005677e-55,1.18344665233391e-53,114.258190851462
"GLIPR1L2",-1.03829575102421,8.71430234422719,-18.6749134675061,6.42825161725123e-55,1.3494801458469e-53,114.126039577598
"FN1",1.95611373882682,14.1698997032123,18.6742606681322,6.46831222208189e-55,1.35629815245201e-53,114.119841573707
"NXPH4",2.28335032374302,10.4295743230447,18.668908723296,6.80630239742431e-55,1.42549794707648e-53,114.069027647545
"CAMK2N1",-1.32054487849162,13.6064607339385,-18.6641310873565,7.12291489872784e-55,1.49006381144615e-53,114.023666662074
"GBP6",-2.40958982234637,13.866871249162,-18.656800959142,7.63754710241423e-55,1.59585476020772e-53,113.954071519711
"C18orf54",1.2469538452514,9.30278725335195,18.6556599731216,7.72093146624622e-55,1.61139533495076e-53,113.94323858298
"STRA6",1.27522869581005,9.29862227555866,18.6527279092694,7.93940872990929e-55,1.65506135831186e-53,113.915400547188
"SLC35C1",-1.48628361340782,10.9893238441341,-18.6496493906313,8.17545455724208e-55,1.70228382084787e-53,113.886172090572
"PPFIA1",1.58674804958101,12.1926912070531,18.6259526029296,1.02435769995455e-54,2.1279514310554e-53,113.661189639774
"CYP2C8",-1.82967671033519,7.68246544594972,-18.6256226089262,1.02757966843908e-54,2.1296975607997e-53,113.658056637928
"MTMR10",-1.33103226163874,11.5003245125698,-18.6163270622811,1.12262290366377e-54,2.32129864218846e-53,113.569804011092
"CNKSR3",-1.46019203910614,11.4949657094972,-18.6096812980698,1.19591581590457e-54,2.46714536139206e-53,113.5067090845
"CCDC178",-1.2999648825419,6.38701559043296,-18.5860005606468,1.49820455958433e-54,3.08719893464578e-53,113.281887296771
