OOB	cancer	normal
0.007407407407407408	0.015151515151515152	0
0.014150943396226415	0.009708737864077669	0.01834862385321101
0.018796992481203006	0.014814814814814815	0.022900763358778626
0.01694915254237288	0.013245033112582781	0.020833333333333332
0.015625	0.012422360248447204	0.018867924528301886
0.009036144578313253	0.005988023952095809	0.012121212121212121
0.01466275659824047	0.01764705882352941	0.011695906432748537
0.011494252873563218	0.011428571428571429	0.011560693641618497
0.005681818181818182	0.011363636363636364	0
0.0084985835694051	0.011363636363636364	0.005649717514124294
0.002824858757062147	0.005649717514124294	0
0.0056179775280898875	0.005649717514124294	0.00558659217877095
0.008403361344537815	0.0056179775280898875	0.0111731843575419
0.008403361344537815	0.0056179775280898875	0.0111731843575419
0.008403361344537815	0.0056179775280898875	0.0111731843575419
0.008403361344537815	0.0056179775280898875	0.0111731843575419
0.0056022408963585435	0.0056179775280898875	0.00558659217877095
0.008403361344537815	0.0056179775280898875	0.0111731843575419
0.00558659217877095	0.00558659217877095	0.00558659217877095
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.00558659217877095	0.00558659217877095	0.00558659217877095
0.00558659217877095	0.00558659217877095	0.00558659217877095
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.008379888268156424	0.00558659217877095	0.0111731843575419
0.0111731843575419	0.00558659217877095	0.01675977653631285
0.0111731843575419	0.00558659217877095	0.01675977653631285
